date,total_volume,avg_trade_size,trade_count,total_pnl,avg_pnl,pnl_volatility,avg_price,price_volatility,profit_ratio,unique_traders,value,classification,datetime,volume_per_trader,pnl_per_trade,risk_adjusted_return
2024-04-22,47993.61,5332.623333333333,9,0.0,0.0,0.0,3202.222222222222,36.67743781188158,0.0,1,73,Greed,2024-04-22 05:30:00,47993.61,0.0,
2024-04-23,233054.9,3531.1348484848486,66,1119.536196,16.962669636363636,69.72604971216398,2616.430871212121,1243.069424070097,0.5303030303030303,2,71,Greed,2024-04-23 05:30:00,116527.45,16.962669636363636,0.24327593067995693
2024-04-24,141275.24,7063.762,20,279.185907,13.95929535,47.020172247729526,3230.17,30.441109669240472,0.3,1,72,Greed,2024-04-24 05:30:00,141275.24,13.95929535,0.29687886459569607
2024-04-25,120241.01,1624.8785135135136,74,0.0,0.0,0.0,251.67034283783786,852.6057058796076,0.0,2,72,Greed,2024-04-25 05:30:00,60120.505,0.0,
2024-04-26,4988.290000000001,1662.7633333333335,3,0.0,0.0,0.0,0.12152,9.999999999992654e-06,0.0,1,70,Greed,2024-04-26 05:30:00,4988.290000000001,0.0,
2024-04-27,154264.47,5713.498888888889,27,4281.488139,158.57363477777778,205.65189595972714,3258.651851851852,8.390121039301516,0.7037037037037037,1,67,Greed,2024-04-27 05:30:00,154264.47,158.57363477777778,0.7710779131782539
2024-04-28,43985.6,758.3724137931034,58,0.0,0.0,0.0,451.9867443103448,1139.5731528476701,0.0,2,65,Greed,2024-04-28 05:30:00,21992.8,0.0,
2024-04-29,108699.01,2415.5335555555553,45,526.9338359999999,11.709640799999999,34.303515225260476,2245.884760888889,1527.3548472278833,0.37777777777777777,2,67,Greed,2024-04-29 05:30:00,54349.505,11.709640799999999,0.34135396104761984
2024-04-30,125018.75,5209.114583333333,24,0.0,0.0,0.0,3023.15,65.40372280322977,0.0,1,67,Greed,2024-04-30 05:30:00,125018.75,0.0,
2024-05-01,87025.45,6216.103571428571,14,0.0,0.0,0.0,2916.8142857142857,24.152746527779367,0.0,1,54,Neutral,2024-05-01 05:30:00,87025.45,0.0,
2024-05-03,282682.64999999997,7852.295833333333,36,5306.017045,147.3893623611111,280.85451321791754,1960.4601549999998,1494.2304167812372,0.4722222222222222,3,48,Neutral,2024-05-03 05:30:00,94227.54999999999,147.3893623611111,0.5247890114792293
2024-05-04,58998.75,6555.416666666667,9,0.0,0.0,0.0,2089.1695403333333,1566.937536881801,0.0,2,67,Greed,2024-05-04 05:30:00,29499.375,0.0,
2024-05-05,24068.350000000002,4011.391666666667,6,0.916,0.15266666666666667,0.37395543406489856,2099.545833333333,1618.3325482686698,0.16666666666666666,2,69,Greed,2024-05-05 05:30:00,12034.175000000001,0.15266666666666667,0.408248290463863
2024-05-06,206016.43,22890.714444444442,9,968.59038,107.62115333333333,237.64601629026436,3109.866666666667,38.095636233038405,0.4444444444444444,1,71,Greed,2024-05-06 05:30:00,206016.43,107.62115333333333,0.45286327544360455
2024-05-07,108717.58,6039.865555555556,18,883.537693,49.08542738888889,57.79243416391551,1715.215231,1577.816436168854,0.5,3,68,Greed,2024-05-07 05:30:00,36239.193333333336,49.08542738888889,0.849340023465163
2024-05-08,65973.57,5074.89,13,1.56576,0.12044307692307693,1.641780493282545,2312.7117384615385,1317.0287700616034,0.07692307692307693,2,64,Greed,2024-05-08 05:30:00,32986.785,0.12044307692307693,0.07336125469627508
2024-05-09,221966.12,7927.361428571428,28,1147.595856,40.985566285714285,92.95513364107583,2667.6832657142854,941.5421266559297,0.39285714285714285,2,55,Greed,2024-05-09 05:30:00,110983.06,40.985566285714285,0.44091772751325725
2024-05-10,156882.0,7131.0,22,2101.741695,95.53371340909092,240.61922882162773,2946.254545454545,53.37453224751177,0.2727272727272727,1,66,Greed,2024-05-10 05:30:00,156882.0,95.53371340909092,0.39703274703748037
2024-05-11,63248.95,7027.661111111111,9,251.604742,27.956082444444444,38.73340875071258,2922.511111111111,0.09279607271365267,1.0,1,53,Neutral,2024-05-11 05:30:00,63248.95,27.956082444444444,0.721756316991598
2024-05-12,55179.56,2399.111304347826,23,0.0,0.0,0.0,1272.34931,1478.0560671031742,0.0,2,56,Greed,2024-05-12 05:30:00,27589.78,0.0,
2024-05-13,193118.9,6897.103571428571,28,2136.853859,76.31620925,243.34956677379947,2635.7705885714286,930.5718009093841,0.35714285714285715,2,57,Greed,2024-05-13 05:30:00,96559.45,76.31620925,0.3136073355780335
2024-05-14,145853.4,6341.452173913043,23,1150.5233050000002,50.02275239130436,172.16967241498202,2912.1304347826085,13.773572679150147,0.17391304347826086,1,66,Greed,2024-05-14 05:30:00,145853.4,50.02275239130436,0.2905433441885984
2024-05-15,234922.57,6525.626944444444,36,948.970582,26.360293944444447,49.856725134153635,2930.625,23.94696968601389,0.4722222222222222,1,64,Greed,2024-05-15 05:30:00,234922.57,26.360293944444447,0.5287209272874344
2024-05-16,162620.96,6022.998518518518,27,214.5898,7.94777037037037,22.074222982345514,2656.364285925926,957.2846726273708,0.18518518518518517,2,70,Greed,2024-05-16 05:30:00,81310.48,7.94777037037037,0.3600475711750681
2024-05-18,126303.14,5052.1256,25,3522.3946610000003,140.89578644000002,227.39973415277277,3123.796,5.194025413877052,0.64,1,73,Greed,2024-05-18 05:30:00,126303.14,140.89578644000002,0.6195952117751499
2024-05-19,29998.09,3749.76125,8,0.0,0.0,0.0,3079.425,0.1488047618284482,0.0,1,72,Greed,2024-05-19 05:30:00,29998.09,0.0,
2024-05-20,38124.75,3812.475,10,-74.818442,-7.4818442,17.723593661416892,2156.14175,1482.2663378749578,0.0,2,70,Greed,2024-05-20 05:30:00,19062.375,-7.4818442,-0.42214035950776096
2024-05-21,1100948.59,8807.588720000002,125,7289.397571999999,58.31518057599999,423.27708989145884,14134.35288,25779.347841232942,0.112,2,76,Extreme Greed,2024-05-21 05:30:00,550474.295,58.31518057599999,0.13777069907316217
2024-05-22,44995.29,7499.215,6,0.0,0.0,0.0,3733.3333333333335,0.23380903888989804,0.0,1,76,Extreme Greed,2024-05-22 05:30:00,44995.29,0.0,
2024-05-23,401850.6,1236.4633846153845,325,413.347329,1.2718379353846154,5.578175006741024,1108.603136243077,1733.0073303407185,0.4461538461538462,3,76,Extreme Greed,2024-05-23 05:30:00,133950.19999999998,1.2718379353846154,0.2280025158492957
2024-05-24,50811.899999999994,25405.949999999997,2,821.949278,410.974639,255.14111984227185,3844.4,1.2727922061359143,1.0,1,74,Greed,2024-05-24 05:30:00,50811.899999999994,410.974639,1.6107738307884845
2024-05-25,29991.129999999997,1874.4456249999998,16,14.126038999999999,0.8828774374999999,1.5788774135169148,469.7218425,1281.9338093871456,0.3125,2,76,Extreme Greed,2024-05-25 05:30:00,14995.564999999999,0.8828774374999999,0.5591804847808988
2024-05-26,53976.67,3373.541875,16,778.6839,48.66774375,184.14441743928418,496.56757500000003,1316.8759214203862,0.25,2,75,Extreme Greed,2024-05-26 05:30:00,26988.335,48.66774375,0.26429117117300965
2024-05-27,151115.72,602.0546613545816,251,1129.35587,4.499425776892431,10.695100246439745,33.197340745019915,351.12197274407123,0.35856573705179284,1,74,Greed,2024-05-27 05:30:00,151115.72,4.499425776892431,0.4206997291484228
2024-05-29,84268.76,513.8339024390243,164,277.791953,1.6938533719512194,4.9605585779682295,4235.211447786585,16259.727615489111,0.4146341463414634,2,72,Greed,2024-05-29 05:30:00,42134.38,1.6938533719512194,0.3414642414413331
2024-05-30,2838.09,405.4414285714286,7,20.951433,2.9930618571428576,3.7577088098581393,20348.618645714287,33463.89723013931,0.7142857142857143,1,73,Greed,2024-05-30 05:30:00,2838.09,2.9930618571428576,0.7965124517606917
2024-05-31,3636.14,279.70307692307694,13,25.35812,1.9506246153846154,3.8342365986890954,2.152072923076923,2.4443492358904875,0.3076923076923077,1,73,Greed,2024-05-31 05:30:00,3636.14,1.9506246153846154,0.5087387189542564
2024-06-01,12834.62,513.3848,25,91.510419,3.66041676,7.909299454844354,1.1308718,1.0389183982502748,0.36,1,72,Greed,2024-06-01 05:30:00,12834.62,3.66041676,0.46279911146340996
2024-06-02,29464.51,316.822688172043,93,192.906947,2.074268247311828,4.425015055071825,1.0599227956989248,0.363102874623006,0.3655913978494624,1,73,Greed,2024-06-02 05:30:00,29464.51,2.074268247311828,0.4687595909836197
2024-06-03,21466.86,306.66942857142857,70,562.808208,8.040117257142859,11.849209775400267,1.3030562857142858,0.21869007595736015,0.6285714285714286,1,73,Greed,2024-06-03 05:30:00,21466.86,8.040117257142859,0.6785361563802058
2024-06-04,24243.41,457.42283018867926,53,52.211438,0.9851214716981133,2.4828445149485265,13394.864554716982,28011.42348267147,0.4716981132075472,1,73,Greed,2024-06-04 05:30:00,24243.41,0.9851214716981133,0.3967713103929653
2024-06-05,25350.77,469.4587037037037,54,56.055506,1.038064925925926,2.9096994557928553,2682.9926944444446,13675.037816024133,0.2962962962962963,1,75,Extreme Greed,2024-06-05 05:30:00,25350.77,1.038064925925926,0.35676018836215745
2024-06-06,137557.76,587.8536752136753,234,274.173187,1.1716802863247862,3.3659483181601715,30.647596965811967,112.65170422016628,0.42735042735042733,1,78,Extreme Greed,2024-06-06 05:30:00,137557.76,1.1716802863247862,0.3480981214129951
2024-06-07,1098588.76,2496.7926363636366,440,8902.467416,20.23288049090909,103.25220050843622,1232.3513694545454,7387.736391954849,0.4,3,77,Extreme Greed,2024-06-07 05:30:00,366196.25333333336,20.23288049090909,0.19595592530985295
2024-06-08,97351.88,3356.961379310345,29,129.13883900000002,4.453063413793104,13.610694021064663,10513.408993103449,23909.45819069592,0.27586206896551724,2,72,Greed,2024-06-08 05:30:00,48675.94,4.453063413793104,0.3271738683494976
2024-06-09,22410.22,1318.2482352941176,17,0.0,0.0,0.0,1091.865705882353,1738.8167543035813,0.0,2,75,Extreme Greed,2024-06-09 05:30:00,11205.11,0.0,
2024-06-10,46587.93,879.0175471698113,53,31.266804999999998,0.589939716981132,1.9665257227845954,280.7776811320755,977.2411549318537,0.33962264150943394,2,72,Greed,2024-06-10 05:30:00,23293.965,0.589939716981132,0.2999908468757677
2024-06-11,373279.92,3034.7960975609753,123,4320.631811,35.12708789430894,169.7310786091785,8924.726208861788,21720.079989299902,0.13821138211382114,3,74,Greed,2024-06-11 05:30:00,124426.64,35.12708789430894,0.20695731260385325
2024-06-12,193407.96,761.4486614173228,254,-21886.531493,-86.16744682283463,276.1864377273308,1364.4425952755905,9617.301602342683,0.08267716535433071,2,72,Greed,2024-06-12 05:30:00,96703.98,-86.16744682283463,-0.3119901452507408
2024-06-13,132577.22,1678.1926582278481,79,6632.757115,83.95895082278481,192.75704215520875,180.8725936708861,776.6379350941968,0.24050632911392406,2,70,Greed,2024-06-13 05:30:00,66288.61,83.95895082278481,0.4355687858873697
2024-06-14,139868.66,4511.892258064517,31,10258.592609,330.9223422258064,997.7044158485279,1759.0960645161292,1727.948732998773,0.4838709677419355,2,74,Greed,2024-06-14 05:30:00,69934.33,330.9223422258064,0.3316837501860343
2024-06-15,718350.25,9209.61858974359,78,3369.958346,43.20459417948718,86.67556232059664,2138.914496153846,1745.1252647018414,0.48717948717948717,2,74,Greed,2024-06-15 05:30:00,359175.125,43.20459417948718,0.4984633848659844
2024-06-16,25235.079999999998,2294.0981818181817,11,0.0,0.0,0.0,4.114990909090909,0.002012687032528492,0.0,1,71,Greed,2024-06-16 05:30:00,25235.079999999998,0.0,
2024-06-17,368380.12,9694.213684210526,38,10599.502375,278.9342730263158,315.144564194019,1595.9607578947368,1793.7684389866924,0.6578947368421053,2,71,Greed,2024-06-17 05:30:00,184190.06,278.9342730263158,0.8850994264796829
2024-06-18,263314.79,10532.5916,25,282.57636,11.3030544,29.448076746454035,2787.8253600000003,1416.5773987313837,0.16,2,74,Greed,2024-06-18 05:30:00,131657.395,11.3030544,0.38382996951952214
2024-06-19,417071.12,6837.231475409836,61,4887.656944,80.12552367213115,180.97142293583357,1563.7263098360656,1764.77077276569,0.5081967213114754,3,64,Greed,2024-06-19 05:30:00,139023.70666666667,80.12552367213115,0.4427523548872188
2024-06-20,207990.8,5333.097435897435,39,57478.456026,1473.8065647692308,4202.023348756396,374.05558,1111.7099236469205,0.20512820512820512,3,60,Greed,2024-06-20 05:30:00,69330.26666666666,1473.8065647692308,0.3507373573270146
2024-06-21,176264.49,2203.306125,80,773.5582039999999,9.66947755,54.6582097931937,877.39821875,1524.6104669271256,0.0375,2,63,Greed,2024-06-21 05:30:00,88132.245,9.66947755,0.17690805437253984
2024-06-22,169594.27000000002,7066.427916666667,24,756.876565,31.536523541666668,65.30392406982597,1765.2402375,1800.4631636827016,0.3333333333333333,2,53,Neutral,2024-06-22 05:30:00,84797.13500000001,31.536523541666668,0.48291927308910815
2024-06-23,1792.12,358.424,5,0.0,0.0,0.0,3.09,0.15811388300841886,0.0,1,55,Greed,2024-06-23 05:30:00,1792.12,0.0,
2024-06-24,403002.8,13000.090322580645,31,0.0,0.0,0.0,2708.8659548387095,1348.0646349126507,0.0,2,51,Neutral,2024-06-24 05:30:00,201501.4,0.0,
2024-06-25,103099.08,2104.062857142857,49,4869.353105,99.3745531632653,242.73329860014363,3.248285714285714,0.04533850920207513,0.22448979591836735,1,30,Fear,2024-06-25 05:30:00,103099.08,99.3745531632653,0.40939810786721004
2024-06-26,365190.66000000003,5072.092500000001,72,4197.732182,58.30183586111111,181.6926720751968,1472.1298,1701.2917024105736,0.2916666666666667,2,46,Neutral,2024-06-26 05:30:00,182595.33000000002,58.30183586111111,0.32088160295744805
2024-06-27,130486.95,4349.565,30,0.0,0.0,0.0,1362.6499733333333,1693.860229557378,0.0,2,40,Fear,2024-06-27 05:30:00,65243.475,0.0,
2024-06-29,280095.11,3734.6014666666665,75,6150.326145,82.0043486,179.89968807670226,767.398007192,1422.259342547605,0.32,2,30,Fear,2024-06-29 05:30:00,140047.555,82.0043486,0.4558337453316568
2024-06-30,30520.69,2180.049285714286,14,0.0,0.0,0.0,724.8069907142857,1439.0821197045236,0.0,2,47,Neutral,2024-06-30 05:30:00,15260.345,0.0,
2024-07-01,362670.14999999997,5666.721093749999,64,5065.839308,79.1537391875,207.33447463371925,1312.7375605675,1705.9142479757836,0.40625,2,53,Neutral,2024-07-01 05:30:00,181335.07499999998,79.1537391875,0.3817683447354059
2024-07-02,33347.47,1852.6372222222224,18,2421.253116,134.514062,226.36405308073617,3.4119444444444444,0.4751156023070126,0.7222222222222222,1,51,Neutral,2024-07-02 05:30:00,33347.47,134.514062,0.5942377341689651
2024-07-03,179600.66,9977.814444444444,18,1118.387284,62.132626888888886,130.94390209637675,2039.0916666666667,1670.9943138258234,0.2222222222222222,2,50,Neutral,2024-07-03 05:30:00,89800.33,62.132626888888886,0.47449805522947003
2024-07-04,430568.01,17222.720400000002,25,0.0,0.0,0.0,2795.886,1054.382446478348,0.0,2,44,Fear,2024-07-04 05:30:00,215284.005,0.0,
2024-07-05,272289.89,8509.0590625,32,0.0,0.0,0.0,1837.889625,1445.7108930489255,0.0,2,29,Fear,2024-07-05 05:30:00,136144.945,0.0,
2024-07-06,2490.17,103.75708333333334,24,108.87217799999999,4.53634075,10.03473956812726,1.10232597125,1.7517444478001014,0.2916666666666667,1,26,Fear,2024-07-06 05:30:00,2490.17,4.53634075,0.45206362548844875
2024-07-07,498.75,49.875,10,61.428942,6.1428942,4.100173833321266,3.9900000000000007,0.0,1.0,1,29,Fear,2024-07-07 05:30:00,498.75,6.1428942,1.4982033566669704
2024-07-08,497.64,497.64,1,0.0,0.0,,3.19,,0.0,1,28,Fear,2024-07-08 05:30:00,497.64,0.0,0.0
2024-07-09,2736.45,182.42999999999998,15,648.984412,43.265627466666665,40.13596510326193,4.546446666666666,0.2671064925847968,1.0,1,27,Fear,2024-07-09 05:30:00,2736.45,43.265627466666665,1.0779765069894975
2024-07-10,687900.21,12283.93232142857,56,11977.734907,213.88812333928573,337.8156690082534,2410.4582857142855,1335.3434416452624,0.6785714285714286,2,28,Fear,2024-07-10 05:30:00,343950.105,213.88812333928573,0.6331503922456009
2024-07-11,169887.02,8941.422105263156,19,1876.812082,98.77958326315789,150.16378122148163,3151.1421052631576,47.5096401421096,0.47368421052631576,1,29,Fear,2024-07-11 05:30:00,169887.02,98.77958326315789,0.6578123064007328
2024-07-12,89582.97,4714.893157894737,19,1412.314654,74.33235021052631,112.44287174423458,1621.380905263158,1578.2952914002396,0.47368421052631576,2,25,Fear,2024-07-12 05:30:00,44791.485,74.33235021052631,0.6610676964886184
2024-07-13,139189.19,8187.599411764706,17,2913.617837,171.38928452941175,173.27801983740284,2416.179635294118,1377.750764054677,1.0,2,25,Fear,2024-07-13 05:30:00,69594.595,171.38928452941175,0.9890999717692792
2024-07-14,84001.13,12000.16142857143,7,0.0,0.0,0.0,3194.1857142857143,12.190902150295955,0.0,1,33,Fear,2024-07-14 05:30:00,84001.13,0.0,
2024-07-15,198344.85,7628.6480769230775,26,-1.0,-0.038461538461538464,0.1400758054109933,2752.5296153846157,1294.342838816612,0.0,2,52,Neutral,2024-07-15 05:30:00,99172.425,-0.038461538461538464,-0.27457660049634786
2024-07-16,144000.57,6545.480454545454,22,0.0,0.0,0.0,3446.881818181818,22.976170603136218,0.0,1,65,Greed,2024-07-16 05:30:00,144000.57,0.0,
2024-07-17,626005.53,1783.4915384615385,351,1859.269477,5.297064037037037,11.718171265834037,92.99230740740741,554.8774738225733,0.4131054131054131,3,69,Greed,2024-07-17 05:30:00,208668.51,5.297064037037037,0.4520384552222211
2024-07-18,649704.85,10828.414166666666,60,3803.884311,63.398071849999994,87.92602091436942,2995.8028266666665,1097.1759104755415,0.8,2,61,Greed,2024-07-18 05:30:00,324852.425,63.398071849999994,0.7210387913692008
2024-07-19,150269.42,6533.453043478262,23,2155.891114,93.73439626086956,179.87386804302622,8050.626695652173,17909.721139568934,0.5217391304347826,2,60,Greed,2024-07-19 05:30:00,75134.71,93.73439626086956,0.5211118061821414
2024-07-20,244362.21,918.65492481203,266,2299.169566,8.643494609022557,53.62978209591339,124.94923650375941,630.7611354615894,0.12406015037593984,2,74,Greed,2024-07-20 05:30:00,122181.105,8.643494609022557,0.16116967608714552
2024-07-21,234307.46,523.0077232142856,448,-2960.716887,-6.608743051339286,11.365602294450625,27.973419642857145,283.5233719326542,0.046875,2,74,Greed,2024-07-21 05:30:00,117153.73,-6.608743051339286,-0.5814687933050477
2024-07-22,304213.8,1975.4142857142856,154,1517.119876,9.851427766233765,72.41291986688015,481.8778051948052,1203.9179743026468,0.14285714285714285,2,70,Greed,2024-07-22 05:30:00,152106.9,9.851427766233765,0.1360451668617158
2024-07-23,358526.54,968.9906486486486,370,89890.302206,242.9467627189189,513.7954073277451,23.578924594594596,250.6233820214227,0.8891891891891892,3,71,Greed,2024-07-23 05:30:00,119508.84666666666,242.9467627189189,0.4728472836736462
2024-07-24,69207.93,768.977,90,625.561479,6.9506831,19.95680710255259,115.88352861011111,617.4303358002439,0.2,5,69,Greed,2024-07-24 05:30:00,13841.586,6.9506831,0.3482863297862396
2024-07-25,528555.31,6776.350128205129,78,916.7382600000001,11.753054615384617,40.81134378827734,2688.136446210769,1211.798568497682,0.1282051282051282,3,68,Greed,2024-07-25 05:30:00,176185.10333333336,11.753054615384617,0.2879849944750059
2024-07-26,548587.65,3609.1292763157894,152,2766.513113,18.200744164473683,50.86868522207445,826.2452972302632,1407.3992278964522,0.40131578947368424,4,68,Greed,2024-07-26 05:30:00,137146.9125,18.200744164473683,0.35779859622901117
2024-07-27,905199.75,15880.697368421053,57,6400.623656,112.2916430877193,157.88829917379803,2922.802513681579,1010.7184390727213,0.7368421052631579,2,72,Greed,2024-07-27 05:30:00,452599.875,112.2916430877193,0.7112094035803913
2024-07-28,43254.68,2703.4175,16,587.29903,36.706189375,36.25797427381541,607.7397125,1301.683491929675,0.75,2,71,Greed,2024-07-28 05:30:00,21627.34,36.706189375,1.0123618351593426
2024-07-29,327199.14,8389.72153846154,39,330.80445399999996,8.482165487179486,21.730673754432168,48349.08078974359,30699.186561694234,0.41025641025641024,2,74,Greed,2024-07-29 05:30:00,163599.57,8.482165487179486,0.390331454193843
2024-07-30,36006.47,6001.078333333334,6,0.0,0.0,0.0,3295.4833333333336,0.1471960144386028,0.0,1,67,Greed,2024-07-30 05:30:00,36006.47,0.0,
2024-07-31,84506.54,1965.2683720930231,43,765.690884,17.806764744186047,45.986517776302854,256.78039232558143,831.514108502816,0.32558139534883723,2,61,Greed,2024-07-31 05:30:00,42253.27,17.806764744186047,0.38721707155139257
2024-08-01,227774.53,3996.044385964912,57,167.080017,2.9312283684210527,23.197203266011744,18740.473002526316,28157.144286863113,0.07017543859649122,4,52,Neutral,2024-08-01 05:30:00,56943.6325,2.9312283684210527,0.12636128307397523
2024-08-02,396320.37,6290.799523809524,63,782.3681909999999,12.418542714285714,44.14907581961201,14406.321016984128,24246.100310630554,0.2698412698412698,3,57,Greed,2024-08-02 05:30:00,132106.79,12.418542714285714,0.28128658377870547
2024-08-03,290532.86,7852.239459459459,37,464.1897,12.545667567567568,76.3123165975776,2718.8256902127027,804.3609430846107,0.02702702702702703,5,37,Fear,2024-08-03 05:30:00,58106.572,12.545667567567568,0.1643989873053573
2024-08-04,1207744.07,9509.795826771655,127,-122672.000883,-965.9212667952756,3618.961540622186,11138.705859755904,20410.18490987046,0.023622047244094488,5,34,Fear,2024-08-04 05:30:00,241548.814,-965.9212667952756,-0.26690564570885456
2024-08-05,420495.4,5256.1925,80,-13013.665169,-162.6708146125,795.0273715447163,14847.670722625,22716.708989062114,0.4125,4,26,Fear,2024-08-05 05:30:00,105123.85,-162.6708146125,-0.20461033221590233
2024-08-06,61478.38,574.5642990654205,107,267.318048,2.4982995140186914,8.28376598603028,1056.048024274299,7179.1864473601945,0.12149532710280374,2,17,Extreme Fear,2024-08-06 05:30:00,30739.19,2.4982995140186914,0.3015898225797079
2024-08-07,2492.77,75.53848484848484,33,188.789255,5.720886515151515,10.349410204930836,1.594288883939394,2.0319063678702913,0.30303030303030304,3,29,Fear,2024-08-07 05:30:00,830.9233333333333,5.720886515151515,0.5527741583212034
2024-08-08,16299.35,1811.038888888889,9,-40.712216999999995,-4.5235796666666666,9.68187399440364,520.3884688888888,1031.28327497182,0.0,2,20,Extreme Fear,2024-08-08 05:30:00,8149.675,-4.5235796666666666,-0.46722149754080733
2024-08-09,503204.86,3494.4781944444444,144,18082.071276,125.56993941666666,454.8533022933731,4675.996384345139,15085.83386160418,0.2986111111111111,5,48,Neutral,2024-08-09 05:30:00,100640.972,125.56993941666666,0.27606689625763353
2024-08-10,11339.29,128.8555681818182,88,0.0,0.0,0.0,1.8675185526136362,1.7903974194332855,0.0,2,40,Fear,2024-08-10 05:30:00,5669.645,0.0,
2024-08-11,44230.21,1842.9254166666667,24,847.7766200000001,35.32402583333334,91.2518343902943,892.9076233333334,1289.868720484457,0.16666666666666666,2,39,Fear,2024-08-11 05:30:00,22115.105,35.32402583333334,0.38710482993962103
2024-08-12,54167.32,1128.4858333333334,48,858.6705000000001,17.88896875,64.64753431191872,855.5521279583332,1220.6922846961297,0.125,3,25,Fear,2024-08-12 05:30:00,18055.773333333334,17.88896875,0.27671540671121786
2024-08-13,20797.87,904.2552173913043,23,212.08102,9.220913913043479,19.422324125365535,458.5604338260869,1020.4646954454691,0.34782608695652173,3,31,Fear,2024-08-13 05:30:00,6932.623333333333,9.220913913043479,0.474758522899995
2024-08-14,66710.03,2668.4012,25,2168.9015130000003,86.75606052,329.1190167138969,971.82196148,1322.6866522830774,0.2,3,30,Fear,2024-08-14 05:30:00,22236.676666666666,86.75606052,0.2636008741950546
2024-08-15,1522.3700000000001,126.86416666666668,12,0.0,0.0,0.0,0.032253416666666666,0.00027500791999614683,0.0,1,29,Fear,2024-08-15 05:30:00,1522.3700000000001,0.0,
2024-08-16,166382.84,4753.795428571429,35,825.230544,23.578015542857145,80.13737948448535,13243.149667228572,24337.4859535227,0.08571428571428572,2,27,Fear,2024-08-16 05:30:00,83191.42,23.578015542857145,0.2942199469777005
2024-08-17,30248.96,1008.2986666666667,30,-288.283113,-9.609437100000001,52.63305464597027,0.17191166666666666,0.01665989445744881,0.0,2,25,Fear,2024-08-17 05:30:00,15124.48,-9.609437100000001,-0.18257418583505539
2024-08-18,62804.48,4186.965333333334,15,307.201888,20.480125866666665,30.913873872729887,2467.2810786666664,682.5249871287571,0.8,2,31,Fear,2024-08-18 05:30:00,31402.24,20.480125866666665,0.6624897918320368
2024-08-19,100315.03,12539.37875,8,339.69958299999996,42.462447874999995,67.50399160612497,58542.625,204.78834892918786,0.625,1,28,Fear,2024-08-19 05:30:00,100315.03,42.462447874999995,0.6290361038612592
2024-08-20,49914.8,4159.566666666667,12,192.602844,16.050237,55.59965191504375,1739.2645333333332,1284.4908594878339,0.08333333333333333,2,30,Fear,2024-08-20 05:30:00,24957.4,16.050237,0.28867513459481287
2024-08-21,104990.41,724.0717931034483,145,656.200925,4.525523620689655,16.514528261674556,141.46601248275863,300.5497008738339,0.3724137931034483,2,26,Fear,2024-08-21 05:30:00,52495.205,4.525523620689655,0.27403287269137966
2024-08-23,63509.56,6350.956,10,1005.30527,100.53052699999999,280.4841642773341,2683.83,23.332383313993265,0.3,1,34,Fear,2024-08-23 05:30:00,63509.56,100.53052699999999,0.3584178353135063
2024-08-24,34999.67,4999.952857142857,7,0.0,0.0,0.0,46230.142857142855,29692.00369447736,0.0,2,56,Greed,2024-08-24 05:30:00,17499.835,0.0,
2024-08-25,21950.28,1291.1929411764704,17,0.0,0.0,0.0,19585.087261176468,29817.813690975687,0.0,2,54,Neutral,2024-08-25 05:30:00,10975.14,0.0,
2024-08-26,92611.27,15435.211666666668,6,231.236918,38.539486333333336,60.225332502001116,2263.875,1107.4757937535248,0.3333333333333333,2,55,Greed,2024-08-26 05:30:00,46305.635,38.539486333333336,0.6399215202681161
2024-08-27,70250.16,1405.0032,50,0.0,0.0,0.0,372.7858502784,928.634850699803,0.0,2,48,Neutral,2024-08-27 05:30:00,35125.08,0.0,
2024-08-28,71160.06999999999,7906.674444444444,9,1333.359645,148.15107166666667,294.00593721532755,15309.777777777777,25543.059728465276,0.2222222222222222,2,30,Fear,2024-08-28 05:30:00,35580.034999999996,148.15107166666667,0.503905033584958
2024-08-29,9995.85,9995.85,1,0.0,0.0,,60802.0,,0.0,1,29,Fear,2024-08-29 05:30:00,9995.85,0.0,0.0
2024-08-30,37233.24,6205.54,6,256.464,42.744,104.70098956552417,11097.769382833334,23616.234679020887,0.16666666666666666,4,34,Fear,2024-08-30 05:30:00,9308.31,42.744,0.408248290463863
2024-08-31,107507.43000000001,3161.983235294118,34,10.882801,0.3200823823529412,0.8923899892238314,11030.937086423235,22631.233911749434,0.35294117647058826,3,29,Fear,2024-08-31 05:30:00,35835.810000000005,0.3200823823529412,0.3586799339057325
2024-09-01,12359.68,1029.9733333333334,12,137.433093,11.452757750000002,25.479618769976113,44.57331249999999,64.01090091524229,0.4166666666666667,1,26,Fear,2024-09-01 05:30:00,12359.68,11.452757750000002,0.44948701365561045
2024-09-02,30000.42,15000.21,2,0.0,0.0,0.0,2426.1,0.0,0.0,1,26,Fear,2024-09-02 05:30:00,30000.42,0.0,
2024-09-04,131480.97,3867.0873529411765,34,1065.785132,31.346621529411763,462.16602470807555,5402.028013264706,16155.750126182355,0.14705882352941177,2,27,Fear,2024-09-04 05:30:00,65740.485,31.346621529411763,0.06782545633727982
2024-09-05,0.84,0.84,1,0.0,0.0,,7.79e-05,,0.0,1,29,Fear,2024-09-05 05:30:00,0.84,0.0,0.0
2024-09-06,39047.1,929.6928571428571,42,-1104.856765,-26.306113452380952,21.910908628012873,215.73034285714286,664.1790029643914,0.0,2,22,Extreme Fear,2024-09-06 05:30:00,19523.55,-26.306113452380952,-1.2005943659839307
